Gene_name,ORF_name
YCG1,YDR325W
AKR2,YOR034C
MAM33,YIL070C
NRG2,YBR066C
ZDS1,YMR273C
SHB17,YKR043C
GAD1,YMR250W
IME2,YJL106W
PEF1,YGR058W
VPS60,YDR486C
GEF1,YJR040W
BUL1,YMR275C
KRE28,YDR532C
UTP14,YML093W
MLC1,YGL106W
FPR3,YML074C
SEC66,YBR171W
RSC58,YLR033W
VHC1,YBR235W
MNE1,YOR350C
COX7,YMR256C
CDC55,YGL190C
ECM8,YBR076W
TIF5,YPR041W
RPS28A,YOR167C
MPA43,YNL249C
SHE2,YKL130C
ERC1,YHR032W
RPS6B,YBR181C
SEC72,YLR292C
ALT1,YLR089C
CYC2,YOR037W
SKG6,YHR149C
UFD2,YDL190C
YAP5,YIR018W
ARC19,YKL013C
RVS161,YCR009C
QRI7,YDL104C
MET12,YPL023C
TIM13,YGR181W
SPO73,YER046W
DAL3,YIR032C
STP22,YCL008C
RSM28,YDR494W
SWI5,YDR146C
URN1,YPR152C
VAM7,YGL212W
APN2,YBL019W
FRQ1,YDR373W
PRY1,YJL079C
MPC2,YHR162W
MPS2,YGL075C
LYP1,YNL268W
TMA23,YMR269W
CYM1,YDR430C
MDG1,YNL173C
PBA1,YLR199C
HXT10,YFL011W
SEC1,YDR164C
LOT6,YLR011W
LEE1,YPL054W
PYK2,YOR347C
ARG8,YOL140W
PGD1,YGL025C
GPI12,YMR281W
ATG36,YJL185C
KRE5,YOR336W
MGA2,YIR033W
HSL7,YBR133C
XDJ1,YLR090W
YPP1,YGR198W
CBF5,YLR175W
YSR3,YKR053C
YPD1,YDL235C
HEM3,YDL205C
RGM1,YMR182C
BCD1,YHR040W
TIF4632,YGL049C
VAM10,YOR068C
IRC3,YDR332W
PRE10,YOR362C
VPS34,YLR240W
TMA46,YOR091W
GIS2,YNL255C
PRK1,YIL095W
VPS35,YJL154C
RIP1,YEL024W
MET1,YKR069W
MAK32,YCR019W
DAL81,YIR023W
SAW1,YAL027W
ERG1,YGR175C
ELG1,YOR144C
ILV3,YJR016C
OM14,YBR230C
MOB2,YFL034C-B
RIO1,YOR119C
AAT1,YKL106W
PHR1,YOR386W
DIA1,YMR316W
STE13,YOR219C
IKI3,YLR384C
RRF1,YHR038W
HXK2,YGL253W
CNA1,YLR433C
RPN3,YER021W
CNS1,YBR155W
PAA1,YDR071C
RRN6,YBL014C
SUI1,YNL244C
PKP1,YIL042C
EAP1,YKL204W
YIM1,YMR152W
PAT1,YCR077C
HRK1,YOR267C
IOC2,YLR095C
HIF1,YLL022C
DBP7,YKR024C
KTI11,YBL071W-A
RPS0A,YGR214W
OST5,YGL226C-A
TEF4,YKL081W
HBS1,YKR084C
TAD2,YJL035C
SPO77,YLR341W
RPN9,YDR427W
DAN1,YJR150C
TSC11,YER093C
BET1,YIL004C
FMO1,YHR176W
DSE4,YNR067C
IRR1,YIL026C
LOC1,YFR001W
BPH1,YCR032W
ADH2,YMR303C
BAP3,YDR046C
SGS1,YMR190C
REC104,YHR157W
RPP1B,YDL130W
SSP1,YHR184W
TFB3,YDR460W
RRI2,YOL117W
ERG13,YML126C
SPO11,YHL022C
HER2,YMR293C
RAD59,YDL059C
ADH1,YOL086C
ECM5,YMR176W
SAM3,YPL274W
SMI1,YGR229C
PKH1,YDR490C
NCP1,YHR042W
JJJ3,YJR097W
HUG1,YML058W-A
RIB5,YBR256C
SRP21,YKL122C
FRD1,YEL047C
UMP1,YBR173C
VPS20,YMR077C
MUP1,YGR055W
MRS3,YJL133W
GND1,YHR183W
RPS18B,YML026C
FYV6,YNL133C
GSY2,YLR258W
SPI1,YER150W
URA5,YML106W
ORT1,YOR130C
SMC3,YJL074C
ADH7,YCR105W
RPS11B,YBR048W
MFT1,YML062C
GUF1,YLR289W
NTH2,YBR001C
SHH4,YLR164W
NAF1,YNL124W
MET32,YDR253C
TIS11,YLR136C
AIM39,YOL053W
SMA1,YPL027W
RPS19B,YNL302C
POB3,YML069W
ARG1,YOL058W
RRP17,YDR412W
INO1,YJL153C
EAF3,YPR023C
RGI2,YIL057C
PRS5,YOL061W
COQ3,YOL096C
CLG1,YGL215W
SPE3,YPR069C
PPT2,YPL148C
YHM2,YMR241W
NUP159,YIL115C
MUS81,YDR386W
STE23,YLR389C
ZWF1,YNL241C
URA1,YKL216W
PTC4,YBR125C
PML39,YML107C
SEG1,YMR086W
TCB2,YNL087W
GRX7,YBR014C
RPL17A,YKL180W
UBP10,YNL186W
RRN11,YML043C
RUP1,YOR138C
ASC1,YMR116C
YAE1,YJR067C
HAL9,YOL089C
ENT4,YLL038C
SLF1,YDR515W
LCB4,YOR171C
VPS24,YKL041W
GAP1,YKR039W
NIS1,YNL078W
MSL5,YLR116W
DAN4,YJR151C
ELO2,YCR034W
GRX6,YDL010W
YML6,YML025C
DGK1,YOR311C
YPT10,YBR264C
UBP14,YBR058C
GON7,YJL184W
HMRA1,YCR097W
DFM1,YDR411C
GTF1,YGR102C
LOT5,YKL183W
CWH41,YGL027C
TIF4631,YGR162W
TDA5,YLR426W
IFM1,YOL023W
SDH7,YDR511W
PCP1,YGR101W
IMD2,YHR216W
KES1,YPL145C
VAC7,YNL054W
SDO1,YLR022C
DAL5,YJR152W
VID30,YGL227W
RPL5,YPL131W
GCD6,YDR211W
MPE1,YKL059C
PPH3,YDR075W
CTF19,YPL018W
MIC10,YCL057C-A
YPS1,YLR120C
DCP2,YNL118C
CMR1,YDL156W
YHP1,YDR451C
SPO1,YNL012W
MAL31,YBR298C
RPL9A,YGL147C
FMP46,YKR049C
DBF4,YDR052C
SAY1,YGR263C
GDH1,YOR375C
ICE2,YIL090W
RPP0,YLR340W
PUF3,YLL013C
CPD1,YGR247W
NUP82,YJL061W
RAD4,YER162C
EMC5,YIL027C
PRE5,YMR314W
TAF5,YBR198C
SLD7,YOR060C
ARA1,YBR149W
MTC1,YJL123C
YPK3,YBR028C
SSP2,YOR242C
PMA1,YGL008C
MAS2,YHR024C
CIN1,YOR349W
BLM10,YFL007W
SOM1,YEL059C-A
PDR8,YLR266C
RFA2,YNL312W
NUP157,YER105C
TDP1,YBR223C
STI1,YOR027W
NPL6,YMR091C
TPT1,YOL102C
GSP2,YOR185C
AVO1,YOL078W
SDH6,YDR379C-A
RPL15A,YLR029C
PUT1,YLR142W
PUB1,YNL016W
IRC6,YFR043C
PAU5,YFL020C
COQ6,YGR255C
DMA2,YNL116W
PAN2,YGL094C
RPL40B,YKR094C
RPN10,YHR200W
MHF1,YOL086W-A
UBP2,YOR124C
HIM1,YDR317W
SMD2,YLR275W
RBA50,YDR527W
TIM50,YPL063W
SHO1,YER118C
FMP41,YNL168C
GAS2,YLR343W
NUP116,YMR047C
ULS1,YOR191W
SLN1,YIL147C
RIC1,YLR039C
DFG10,YIL049W
GUK1,YDR454C
SFH5,YJL145W
SRF1,YDL133W
RPS24B,YIL069C
OCA6,YDR067C
PIN4,YBL051C
RAD54,YGL163C
MGM1,YOR211C
UME1,YPL139C
PCL1,YNL289W
ATP17,YDR377W
SRB6,YBR253W
RPL31B,YLR406C
ADE6,YGR061C
HSM3,YBR272C
MTL1,YGR023W
ALD2,YMR170C
SPE4,YLR146C
MRP8,YKL142W
AIM18,YHR198C
LDO16,YMR148W
CTR9,YOL145C
CIT3,YPR001W
SEC2,YNL272C
HMS1,YOR032C
RTN1,YDR233C
DPH5,YLR172C
APM3,YBR288C
LSM3,YLR438C-A
RPL16B,YNL069C
MRM1,YOR201C
PEX30,YLR324W
HEM13,YDR044W
EMP47,YFL048C
FSH2,YMR222C
PUS6,YGR169C
TES1,YJR019C
NCL1,YBL024W
DRS2,YAL026C
OCA2,YNL056W
CBC2,YPL178W
TRR1,YDR353W
GDA1,YEL042W
ARK1,YNL020C
SNF8,YPL002C
ERG29,YMR134W
HOL1,YNR055C
MET17,YLR303W
PET130,YJL023C
HAP1,YLR256W
GOS1,YHL031C
DOA1,YKL213C
HED1,YDR014W-A
ESP1,YGR098C
KTR7,YIL085C
REX4,YOL080C
MMS1,YPR164W
PSY4,YBL046W
FMP33,YJL161W
MKK2,YPL140C
SEC15,YGL233W
BNS1,YGR230W
NNF2,YGR089W
OKP1,YGR179C
NDD1,YOR372C
ZTA1,YBR046C
SPO23,YBR250W
HOM3,YER052C
COX6,YHR051W
MTM1,YGR257C
RPB8,YOR224C
HMF1,YER057C
USA1,YML029W
PGA3,YML125C
EFG1,YGR271C-A
TOP1,YOL006C
PTC2,YER089C
REB1,YBR049C
CRG1,YHR209W
PUS5,YLR165C
POF1,YCL047C
CHZ1,YER030W
RPL13B,YMR142C
CMS1,YLR003C
USE1,YGL098W
CSN9,YDR179C
GMC2,YLR445W
FAR8,YMR029C
RPL35B,YDL136W
RBK1,YCR036W
SMC4,YLR086W
UME6,YDR207C
COX15,YER141W
ESF2,YNR054C
RIM15,YFL033C
KRS1,YDR037W
BUD8,YLR353W
MNN10,YDR245W
IRC25,YLR021W
PEX10,YDR265W
IRC7,YFR055W
FUR1,YHR128W
JEM1,YJL073W
DBF2,YGR092W
NPC2,YDL046W
ARE1,YCR048W
RIB1,YBL033C
IMD3,YLR432W
MTF1,YMR228W
VPS33,YLR396C
NUP85,YJR042W
COA6,YMR244C-A
ESC1,YMR219W
YET1,YKL065C
SYO1,YDL063C
DBF20,YPR111W
CBP6,YBR120C
RMD5,YDR255C
ATG18,YFR021W
SGE1,YPR198W
GAB1,YLR459W
ISA2,YPR067W
MRPL22,YNL177C
GCD2,YGR083C
RIM11,YMR139W
YPI1,YFR003C
VHS3,YOR054C
NTG2,YOL043C
GFA1,YKL104C
STE4,YOR212W
BRR6,YGL247W
PXA1,YPL147W
AIM44,YPL158C
BOR1,YNL275W
RPO41,YFL036W
TEL2,YGR099W
FAP1,YNL023C
CYT2,YKL087C
MRPL38,YKL170W
OAZ1,YPL052W
GTS1,YGL181W
BUB2,YMR055C
NTO1,YPR031W
SBA1,YKL117W
IST1,YNL265C
RPS26B,YER131W
FET4,YMR319C
MSA1,YOR066W
DPH2,YKL191W
ERG9,YHR190W
HUT1,YPL244C
LDS1,YAL018C
ROG3,YFR022W
MSW1,YDR268W
CEM1,YER061C
SNU56,YDR240C
HRT3,YLR097C
ALG9,YNL219C
ECM30,YLR436C
KAR9,YPL269W
MSF1,YPR047W
TFA1,YKL028W
MLH2,YLR035C
PRE6,YOL038W
RTT103,YDR289C
LIP2,YLR239C
ATG13,YPR185W
CCT6,YDR188W
OGG1,YML060W
SPO22,YIL073C
SRO77,YBL106C
SPS18,YNL204C
THI20,YOL055C
VEL1,YGL258W
COX5A,YNL052W
NOP4,YPL043W
MCH2,YKL221W
DNL4,YOR005C
RBG2,YGR173W
SHE4,YOR035C
SPL2,YHR136C
EMP46,YLR080W
AVT4,YNL101W
IML2,YJL082W
PRC1,YMR297W
ATG22,YCL038C
YUR1,YJL139C
LDB18,YLL049W
UBX6,YJL048C
CMC1,YKL137W
PCL9,YDL179W
RLP24,YLR009W
RPL32,YBL092W
CWC2,YDL209C
HDA1,YNL021W
DBP2,YNL112W
SNU66,YOR308C
OAC1,YKL120W
SAT4,YCR008W
CAM1,YPL048W
HTZ1,YOL012C
RPS24A,YER074W
KKQ8,YKL168C
ZRG8,YER033C
KTR5,YNL029C
DIC1,YLR348C
PSD1,YNL169C
HIS4,YCL030C
MFM1,YPL060W
RTT105,YER104W
NOB1,YOR056C
ZIP1,YDR285W
NRM1,YNR009W
WTM1,YOR230W
CQD2,YLR253W
PRP11,YDL043C
SUE1,YPR151C
GLO3,YER122C
RTS3,YGR161C
LPP1,YDR503C
AVT1,YJR001W
MDM36,YPR083W
NOP56,YLR197W
AZF1,YOR113W
ISF1,YMR081C
FUN30,YAL019W
UTP23,YOR004W
SGO1,YOR073W
NHA1,YLR138W
FRE2,YKL220C
TAO3,YIL129C
CCC1,YLR220W
EGT2,YNL327W
VRP1,YLR337C
SNF2,YOR290C
SOK2,YMR016C
REX2,YLR059C
TDH2,YJR009C
DGR2,YKL121W
URA10,YMR271C
YPT53,YNL093W
LAA1,YJL207C
VTC4,YJL012C
SSP120,YLR250W
DJP1,YIR004W
ACC1,YNR016C
GCR2,YNL199C
RPC11,YDR045C
YHK8,YHR048W
OXR1,YPL196W
VHT1,YGR065C
RRP15,YPR143W
MTR4,YJL050W
CWC21,YDR482C
SMY1,YKL079W
ATG16,YMR159C
NBP2,YDR162C
QDR1,YIL120W
BNI4,YNL233W
CSH1,YBR161W
ACS1,YAL054C
CAC2,YML102W
RPS27A,YKL156W
PMP3,YDR276C
HDA2,YDR295C
SEC20,YDR498C
TGL2,YDR058C
COF1,YLL050C
TEF1,YPR080W
SEC59,YMR013C
KAR5,YMR065W
AXL2,YIL140W
TFA2,YKR062W
NDJ1,YOL104C
RPL21A,YBR191W
DCS2,YOR173W
YSY6,YBR162W-A
MMT1,YMR177W
BZZ1,YHR114W
IST2,YBR086C
GNT1,YOR320C
GRE3,YHR104W
INP54,YOL065C
RRN7,YJL025W
PMT6,YGR199W
PRM9,YAR031W
UBC11,YOR339C
RPL43B,YJR094W-A
HUL4,YJR036C
RPL2A,YFR031C-A
DTD1,YDL219W
MST27,YGL051W
VPS71,YML041C
UBI4,YLL039C
PMS1,YNL082W
HUA1,YGR268C
LCB2,YDR062W
RPH1,YER169W
PMC1,YGL006W
YPT11,YNL304W
PAL1,YDR348C
PPZ2,YDR436W
MTG2,YHR168W
SEC14,YMR079W
TOA1,YOR194C
CSC1,YLR241W
TYE7,YOR344C
URA6,YKL024C
AEP3,YPL005W
GSM1,YJL103C
ICY1,YMR195W
KAP95,YLR347C
NGG1,YDR176W
ERT1,YBR239C
CBP1,YJL209W
RPS25B,YLR333C
MAK5,YBR142W
RPL13A,YDL082W
HCR1,YLR192C
SPP381,YBR152W
DAL80,YKR034W
SOL2,YCR073W-A
IMA1,YGR287C
STB3,YDR169C
RRB1,YMR131C
STU2,YLR045C
PMT1,YDL095W
TAF12,YDR145W
TRM732,YMR259C
SWH1,YAR042W
GUP1,YGL084C
UBR2,YLR024C
HOS4,YIL112W
BMS1,YPL217C
PHO84,YML123C
YIP3,YNL044W
TIM9,YEL020W-A
IMG2,YCR071C
RET1,YOR207C
SPO7,YAL009W
APA1,YCL050C
RNP1,YLL046C
RRD2,YPL152W
VHS2,YIL135C
NAT2,YGR147C
SPO16,YHR153C
YPK1,YKL126W
RET3,YPL010W
LEU4,YNL104C
YPC1,YBR183W
SPP2,YOR148C
ARP9,YMR033W
PDR12,YPL058C
ISD11,YER048W-A
MDM12,YOL009C
TYR1,YBR166C
BST1,YFL025C
EFM4,YIL064W
ALY1,YKR021W
PRS2,YER099C
SPH1,YLR313C
PFK2,YMR205C
MRP10,YDL045W-A
VAC14,YLR386W
RLI1,YDR091C
CDC5,YMR001C
NHP6A,YPR052C
ATP16,YDL004W
CDC40,YDR364C
PTH1,YHR189W
FHL1,YPR104C
SPC97,YHR172W
SEA4,YBL104C
RPL10,YLR075W
ATP18,YML081C-A
ARC18,YLR370C
SMX3,YPR182W
TRX2,YGR209C
ARP5,YNL059C
SLP1,YOR154W
RFC5,YBR087W
CAF120,YNL278W
POM34,YLR018C
PHM8,YER037W
DPL1,YDR294C
JJJ1,YNL227C
SRX1,YKL086W
PHO81,YGR233C
RRT2,YBR246W
SCP160,YJL080C
ERD1,YDR414C
NIP7,YPL211W
SAC3,YDR159W
YPT6,YLR262C
DCW1,YKL046C
BLI1,YKL061W
CSM3,YMR048W
CSL4,YNL232W
SRP72,YPL210C
SPB4,YFL002C
GCD1,YOR260W
CWC15,YDR163W
GPR1,YDL035C
LTP1,YPR073C
RPS16B,YDL083C
PTC7,YHR076W
SGM1,YJR134C
ALK1,YGL021W
YKE2,YLR200W
PHO89,YBR296C
YPQ1,YOL092W
SET3,YKR029C
TCA17,YEL048C
RTG3,YBL103C
PIB1,YDR313C
DAL1,YIR027C
FLO1,YAR050W
SEC12,YNR026C
AIM25,YJR100C
PTM1,YKL039W
SEC17,YBL050W
SEC27,YGL137W
WSS1,YHR134W
YCK1,YHR135C
RAD27,YKL113C
DAL2,YIR029W
HIS3,YOR202W
PAM1,YDR251W
SEC6,YIL068C
SAC6,YDR129C
TFB5,YDR079C-A
BUL2,YML111W
PIF1,YML061C
THR4,YCR053W
QNS1,YHR074W
DML1,YMR211W
YGP1,YNL160W
DCN1,YLR128W
PNS1,YOR161C
MGT1,YDL200C
CDC26,YFR036W
MIF2,YKL089W
SVP26,YHR181W
RPL22A,YLR061W
FLO5,YHR211W
BTT1,YDR252W
DID2,YKR035W-A
NSA2,YER126C
MRP21,YBL090W
RPD3,YNL330C
MBA1,YBR185C
SER3,YER081W
MPM1,YJL066C
STB2,YMR053C
GLO1,YML004C
MED11,YMR112C
RTC2,YBR147W
IRC4,YDR540C
EXO5,YBR163W
FIT2,YOR382W
VID22,YLR373C
RPS18A,YDR450W
MLH3,YPL164C
GPM1,YKL152C
AIM32,YML050W
GPT2,YKR067W
PET20,YPL159C
NPL3,YDR432W
IRC23,YOR044W
DUS3,YLR401C
FMN1,YDR236C
MRD1,YPR112C
SDP1,YIL113W
UTR4,YEL038W
GTT2,YLL060C
LSM5,YER146W
MRPL13,YKR006C
RPS28B,YLR264W
VPS70,YJR126C
MSK1,YNL073W
TOP2,YNL088W
YIP1,YGR172C
ECM21,YBL101C
TMA16,YOR252W
TSR2,YLR435W
DIF1,YLR437C
BEM1,YBR200W
SLX4,YLR135W
RAD26,YJR035W
DYN3,YMR299C
SWD2,YKL018W
KCH1,YJR054W
RTF1,YGL244W
AHP1,YLR109W
DPB2,YPR175W
CBS2,YDR197W
MNN1,YER001W
PHO92,YDR374C
CDC19,YAL038W
CLB2,YPR119W
USV1,YPL230W
PEP7,YDR323C
RPS30B,YOR182C
SEC28,YIL076W
TVP15,YDR100W
SLG1,YOR008C
RRP46,YGR095C
CHL4,YDR254W
TOF1,YNL273W
CPT1,YNL130C
MRP13,YGR084C
SET6,YPL165C
SRP101,YDR292C
RPL1B,YGL135W
UBC9,YDL064W
ATO3,YDR384C
KRE1,YNL322C
CCT4,YDL143W
ARP4,YJL081C
SOD1,YJR104C
HST3,YOR025W
TSA2,YDR453C
FLC2,YAL053W
RPL29,YFR032C-A
RIM21,YNL294C
YCK3,YER123W
ASN1,YPR145W
DAM1,YGR113W
PYC1,YGL062W
ASP1,YDR321W
MTD1,YKR080W
ECM15,YBL001C
SLH1,YGR271W
SWP82,YFL049W
MCM22,YJR135C
PAM18,YLR008C
SLX9,YGR081C
THI80,YOR143C
JEN1,YKL217W
PCD1,YLR151C
RHO1,YPR165W
GMH1,YKR030W
GAS4,YOL132W
NBP35,YGL091C
ADH4,YGL256W
SET4,YJL105W
SSB1,YDL229W
EUG1,YDR518W
OMA1,YKR087C
ADK1,YDR226W
PEP4,YPL154C
IMA5,YJL216C
DDR2,YOL052C-A
PPE1,YHR075C
CGI121,YML036W
GPI10,YGL142C
NRD1,YNL251C
RPN1,YHR027C
GID7,YCL039W
TOS6,YNL300W
YFH7,YFR007W
SNF6,YHL025W
EGD1,YPL037C
GIM5,YML094W
ATP4,YPL078C
HAC1,YFL031W
RTS1,YOR014W
CBP4,YGR174C
CTR1,YPR124W
PSF2,YJL072C
RSA3,YLR221C
HPM1,YIL110W
GPN2,YOR262W
YND1,YER005W
CDC45,YLR103C
CAF4,YKR036C
MIX17,YMR002W
ART5,YGR068C
SHM2,YLR058C
PDE2,YOR360C
STB1,YNL309W
COG1,YGL223C
HYR1,YIR037W
HPR1,YDR138W
SPS1,YDR523C
MCK1,YNL307C
PSF3,YOL146W
SSY5,YJL156C
SCJ1,YMR214W
TRS65,YGR166W
SIW14,YNL032W
OPT1,YJL212C
SAE3,YHR079C-A
SOG2,YOR353C
UBX7,YBR273C
RPN7,YPR108W
SNF4,YGL115W
IVY1,YDR229W
POP5,YAL033W
PFA3,YNL326C
STR3,YGL184C
TSC3,YBR058C-A
MDM31,YHR194W
RPC31,YNL151C
RPL30,YGL030W
AQR1,YNL065W
HIT1,YJR055W
BMH1,YER177W
VMA8,YEL051W
RIM1,YCR028C-A
UBP13,YBL067C
PRM15,YMR278W
ADE8,YDR408C
FSF1,YOR271C
SRO7,YPR032W
PAP1,YKR002W
GLC3,YEL011W
KIN82,YCR091W
PIR3,YKL163W
RPL11B,YGR085C
RPS15,YOL040C
TSA1,YML028W
VPS73,YGL104C
COX16,YJL003W
SFG1,YOR315W
SQT1,YIR012W
YVC1,YOR087W
WAR1,YML076C
LSM4,YER112W
NAS6,YGR232W
ROY1,YMR258C
RIM101,YHL027W
VMA6,YLR447C
NDI1,YML120C
CDC20,YGL116W
DCD1,YHR144C
SSB2,YNL209W
RPL39,YJL189W
SMM1,YNR015W
APL5,YPL195W
HSC82,YMR186W
BUD31,YCR063W
ERP5,YHR110W
DYS1,YHR068W
RPC53,YDL150W
COA2,YPL189C-A
SUB1,YMR039C
SPO21,YOL091W
LYS12,YIL094C
RGR1,YLR071C
SUS1,YBR111W-A
NPL4,YBR170C
LIN1,YHR156C
ATG9,YDL149W
ANP1,YEL036C
ICP55,YER078C
RDR1,YOR380W
YAT1,YAR035W
FLC1,YPL221W
HOS1,YPR068C
PAU23,YLR037C
COS111,YBR203W
HXT6,YDR343C
IES6,YEL044W
VPS55,YJR044C
EFT2,YDR385W
UGA2,YBR006W
PAC10,YGR078C
MRPL1,YDR116C
SHE9,YDR393W
OTU1,YFL044C
SDT1,YGL224C
SAS10,YDL153C
FCY21,YER060W
CUS2,YNL286W
NOP12,YOL041C
AAD10,YJR155W
RPO31,YOR116C
DIT1,YDR403W
CTP1,YBR291C
SPC34,YKR037C
RPL3,YOR063W
NCR1,YPL006W
ABF1,YKL112W
ATG38,YLR211C
YSW1,YBR148W
OSW7,YFR039C
PHO87,YCR037C
NOP9,YJL010C
LYS9,YNR050C
RSC4,YKR008W
APL3,YBL037W
MYO5,YMR109W
SLM2,YNL047C
QCR10,YHR001W-A
GPM3,YOL056W
PCS60,YBR222C
TPK2,YPL203W
NOT3,YIL038C
ATP25,YMR098C
SYG1,YIL047C
SYM1,YLR251W
TSR4,YOL022C
MRPL50,YNR022C
ALP1,YNL270C
YCK2,YNL154C
RED1,YLR263W
VBA4,YDR119W
UBP16,YPL072W
HRT1,YOL133W
SRC1,YML034W
PSE1,YMR308C
SPR2,YOR214C
ADO1,YJR105W
RAD5,YLR032W
BCS1,YDR375C
URB2,YJR041C
CUE5,YOR042W
ECM31,YBR176W
RPS22B,YLR367W
RKM1,YPL208W
ADK2,YER170W
GEP4,YHR100C
SEC8,YPR055W
PCC1,YKR095W-A
IGD1,YFR017C
ECM33,YBR078W
AMD2,YDR242W
YJU2,YKL095W
YMD8,YML038C
ATP23,YNR020C
SPN1,YPR133C
SRY1,YKL218C
PEP5,YMR231W
MRPL39,YML009C
RPS0B,YLR048W
RIB7,YBR153W
ARD1,YHR013C
NRG1,YDR043C
THI73,YLR004C
PRP6,YBR055C
RPS27B,YHR021C
EPS1,YIL005W
BIT2,YBR270C
SPC2,YML055W
POL1,YNL102W
NIF3,YGL221C
STU1,YBL034C
ARP7,YPR034W
MCT1,YOR221C
SEC4,YFL005W
FRS2,YFL022C
SLM5,YCR024C
RTC5,YOR118W
CLB6,YGR109C
RPL17B,YJL177W
CUP9,YPL177C
ATG15,YCR068W
SCC2,YDR180W
MMM1,YLL006W
VPS4,YPR173C
NPP2,YEL016C
SEF1,YBL066C
UTP6,YDR449C
RPS14A,YCR031C
INO4,YOL108C
NSE4,YDL105W
MXR1,YER042W
SLZ1,YNL196C
SPC110,YDR356W
YNG2,YHR090C
FMS1,YMR020W
MLC2,YPR188C
RSM7,YJR113C
SRL4,YPL033C
MDM10,YAL010C
PSD2,YGR170W
ECL1,YGR146C
RSM24,YDR175C
PEX31,YGR004W
ZIM17,YNL310C
PUF4,YGL014W
INO80,YGL150C
SMX2,YFL017W-A
LOH1,YJL038C
MAE1,YKL029C
YKT6,YKL196C
SEN54,YPL083C
FDC1,YDR539W
TOM70,YNL121C
PRP24,YMR268C
PHO13,YDL236W
LAT1,YNL071W
WSC3,YOL105C
LCB1,YMR296C
BBP1,YPL255W
PRE9,YGR135W
ETT1,YOR051C
ARP1,YHR129C
SIR2,YDL042C
RPA14,YDR156W
GCD10,YNL062C
DOT1,YDR440W
FYV5,YCL058C
VMA7,YGR020C
RFA3,YJL173C
PPM1,YDR435C
DBP6,YNR038W
ELP6,YMR312W
TFC7,YOR110W
CTK2,YJL006C
YAK1,YJL141C
CDC14,YFR028C
TDH1,YJL052W
TEL1,YBL088C
PDR3,YBL005W
SFL1,YOR140W
AIM17,YHL021C
EHD3,YDR036C
DSN1,YIR010W
MOB1,YIL106W
SAF1,YBR280C
MYO4,YAL029C
FTR1,YER145C
SWC5,YBR231C
SHE1,YBL031W
KSH1,YNL024C-A
EBP2,YKL172W
WBP1,YEL002C
DIA2,YOR080W
RRN3,YKL125W
BIK1,YCL029C
KIN2,YLR096W
LSM12,YHR121W
PBN1,YCL052C
AIM2,YAL049C
SFB3,YHR098C
CAX4,YGR036C
FPR2,YDR519W
LYS5,YGL154C
FUS2,YMR232W
CLB3,YDL155W
MRT4,YKL009W
PBP1,YGR178C
RLP7,YNL002C
BRF1,YGR246C
MSD1,YPL104W
DSF1,YEL070W
MET14,YKL001C
CLB5,YPR120C
SEC18,YBR080C
NDC80,YIL144W
SRN2,YLR119W
OSH3,YHR073W
MPC3,YGR243W
DFG16,YOR030W
YCS4,YLR272C
CRF1,YDR223W
MAM1,YER106W
UBC4,YBR082C
THI74,YDR438W
PSP2,YML017W
NAR1,YNL240C
RNQ1,YCL028W
PRP18,YGR006W
RPL24A,YGL031C
CTL1,YMR180C
EMP24,YGL200C
RPS19A,YOL121C
SAM1,YLR180W
VPS16,YPL045W
PEX6,YNL329C
THI7,YLR237W
HSP12,YFL014W
PTK2,YJR059W
FAA4,YMR246W
ECM14,YHR132C
UBP9,YER098W
YAT2,YER024W
NAN1,YPL126W
SEY1,YOR165W
HEM2,YGL040C
RPS10A,YOR293W
ARV1,YLR242C
ARI1,YGL157W
AIP1,YMR092C
MAK10,YEL053C
YEF3,YLR249W
GLG1,YKR058W
NOT5,YPR072W
PHO3,YBR092C
SOF1,YLL011W
SPC98,YNL126W
CUS1,YMR240C
EMP70,YLR083C
PGS1,YCL004W
IML1,YJR138W
COS9,YKL219W
YRA1,YDR381W
FOB1,YDR110W
SLM1,YIL105C
RRN5,YLR141W
CHO2,YGR157W
VPS5,YOR069W
MTC3,YGL226W
FHN1,YGR131W
MSH5,YDL154W
MDJ1,YFL016C
LDB7,YBL006C
RCK1,YGL158W
REG2,YBR050C
TIM10,YHR005C-A
CDC48,YDL126C
ENV7,YPL236C
NUP100,YKL068W
DCV1,YFR012W
SEC5,YDR166C
ATG17,YLR423C
GIS1,YDR096W
YIP4,YGL198W
YDC1,YPL087W
PAR32,YDL173W
ISA1,YLL027W
CPR3,YML078W
KIN3,YAR018C
RRP6,YOR001W
APQ12,YIL040W
ARG82,YDR173C
CKB2,YOR039W
LIP5,YOR196C
VMA10,YHR039C-A
TOR2,YKL203C
TAF14,YPL129W
THS1,YIL078W
ERG10,YPL028W
DAL82,YNL314W
PAB1,YER165W
VCX1,YDL128W
PFS2,YNL317W
MDH1,YKL085W
BOP3,YNL042W
HSK3,YKL138C-A
NGL2,YMR285C
TRF5,YNL299W
LDB19,YOR322C
SWI4,YER111C
FRE8,YLR047C
OSH6,YKR003W
COY1,YKL179C
STP4,YDL048C
VHR1,YIL056W
TEA1,YOR337W
FUR4,YBR021W
DNF2,YDR093W
YIG1,YPL201C
TUS1,YLR425W
IDI1,YPL117C
BUD23,YCR047C
RAS1,YOR101W
SLY1,YDR189W
IDS2,YJL146W
PFS1,YHR185C
RPS13,YDR064W
